variant,regime,cn,n_cycles,bit_exact,div_cols,worst_col,worst_cycle,max_rel_pct,max_abs_diff,struct_max_rel_pct,vol_max_rel_pct,density_bitexact,converges,signature,struct_max_abs,vol_max_abs
SN,thinbba,15986137010478,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,202387812010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,1925648729290487,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,1737989654290487,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,202566704010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,12325830010661,6,false,TPA|BA|SDI|CCF|QMD|TCuFt|MCuFt|SCuFt|BdFt,QMD,2002,4.545,66.0,4.545,0.902,true,false,print_boundary,13.0,13.0
SN,thinbba,202388634010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,232056907010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,253743506010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,166742067010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,232060831010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,496593340126144,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,166741865010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,232060115010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,232442611010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,163473600010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,232062449010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,434837326489998,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,204711994010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,165373184010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,438901526489998,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,163383616010854,6,false,TPA|BA|SDI|CCF|TCuFt|MCuFt|SCuFt|BdFt,BdFt,1995,11.19,284.0,1.111,11.19,true,true,threshold_crossing,1.0,29.0
SN,thinbba,166742604010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,232058950010854,6,false,BA|SDI|CCF|TopHt|TCuFt|MCuFt|SCuFt|BdFt,BdFt,2017,2.867,304.0,2.19,2.867,false,false,structure_densephase,3.0,28.0
SN,thinbba,314433205489998,6,false,TPA|SDI|CCF|TopHt|TCuFt|MCuFt|SCuFt|BdFt,BdFt,2034,7.204,226.0,1.471,7.204,true,true,threshold_crossing,11.0,20.0
SN,thinbba,202455548010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,476729664489998,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,232303503010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,14254094020004,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,202411248010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,729307309290487,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,202431681010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,1894620920290487,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,940903941290487,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,1541206465290487,6,false,TPA|BA|SDI|TopHt|QMD|TCuFt|MCuFt|SCuFt|BdFt,BdFt,2037,2.494,261.0,2.326,2.494,true,false,volume_persistent,1.0,39.0
SN,thinbba,159203602010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,159736924010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,159743065010854,6,false,BA|SDI|CCF|TopHt|TCuFt|MCuFt|SCuFt|BdFt,SCuFt,2008,20.115,276.0,1.923,20.115,true,true,threshold_crossing,1.0,16.0
SN,thinbba,176845785020004,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,238644127010854,6,false,TPA|BA|CCF|TCuFt|MCuFt|SCuFt|BdFt,BdFt,2029,1.037,115.0,0.87,1.037,true,false,volume_persistent,1.0,9.0
SN,thinbba,238748466010854,6,false,BA|SDI|CCF|TCuFt|MCuFt|SCuFt|BdFt,BdFt,2021,6.898,232.0,1.429,6.898,true,false,volume_persistent,1.0,23.0
SN,thinbba,238925134010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,238927060010854,6,false,SDI|CCF|TCuFt|MCuFt|SCuFt|BdFt,BdFt,2012,7.407,435.0,0.746,7.407,true,true,threshold_crossing,1.0,26.0
SN,thinbba,422870202489998,6,false,BA|SDI|CCF|TCuFt|MCuFt|SCuFt|BdFt,BdFt,2035,1.796,164.0,0.549,1.796,true,true,threshold_crossing,1.0,13.0
SN,thinbba,603785529126144,6,false,TPA|BA|SDI|CCF|TopHt|TCuFt|MCuFt|SCuFt|BdFt,BdFt,2042,5.152,450.0,3.03,5.152,false,false,structure_densephase,11.0,45.0
SN,thinbba,163195206010854,6,false,BA|SDI|CCF|TCuFt|MCuFt|SCuFt|BdFt,BA,2012,1.587,171.0,1.587,1.476,true,false,volume_persistent,1.0,17.0
SN,thinbba,211000359010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,162997713010854,6,false,BA|SDI|CCF|TCuFt|MCuFt|SCuFt|BdFt,SCuFt,2011,3.05,139.0,2.5,3.05,false,false,structure_densephase,3.0,47.0
SN,thinbba,210997076010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,157762167010854,6,false,BA|SDI|CCF|TopHt|QMD|TCuFt|MCuFt|SCuFt|BdFt,SCuFt,1996,345.714,1009.0,2.273,345.714,false,true,structure_densephase,4.0,43.0
SN,thinbba,159737268010854,6,false,BA|CCF|TopHt|TCuFt|MCuFt|SCuFt|BdFt,TopHt,2009,1.667,105.0,1.667,0.977,true,false,print_boundary,1.0,15.0
SN,thinbba,157872218010854,6,false,BA|SDI|TCuFt|MCuFt|SCuFt|BdFt,BA,2005,1.887,79.0,1.887,0.993,true,false,print_boundary,1.0,21.0
SN,thinbba,7570129020004,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,238426616010854,6,false,BA|SDI|CCF|QMD|TCuFt|MCuFt|SCuFt|BdFt,TCuFt,2023,4.554,452.0,2.5,4.554,false,false,structure_densephase,2.0,95.0
SN,thinbba,1898100500290487,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,159200050010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,238426795010854,6,false,TPA|BA|SDI|CCF|TopHt|TCuFt|MCuFt|SCuFt|BdFt,BdFt,2033,4.334,537.0,3.763,4.334,false,false,structure_densephase,7.0,89.0
SN,thinbba,238925852010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,238308868010854,6,false,BA|SDI|CCF|QMD|TCuFt|MCuFt|SCuFt|BdFt,BdFt,2029,1.187,194.0,1.176,1.187,true,false,volume_persistent,2.0,36.0
SN,thinbba,162997710010854,6,false,BA|SDI|CCF|TCuFt|MCuFt|SCuFt|BdFt,BA,2011,1.282,136.0,1.282,1.096,true,false,volume_persistent,1.0,19.0
SN,thinbba,211016592010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,162756463010854,6,false,TPA|BA|SDI|CCF|TopHt|TCuFt|MCuFt|SCuFt|BdFt,SCuFt,1992,6.534,281.0,1.575,6.534,false,true,structure_densephase,5.0,64.0
SN,thinbba,210898611010854,6,false,TPA|BA|SDI|CCF|TopHt|QMD|TCuFt|MCuFt|SCuFt|BdFt,SCuFt,2015,100.0,304.0,3.077,100.0,false,true,structure_densephase,8.0,31.0
SN,thinbba,162995866010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,1898136591290487,6,false,BA|SDI|CCF|TopHt|QMD|TCuFt|MCuFt|SCuFt|BdFt,BdFt,2050,4.249,438.0,2.5,4.249,false,false,structure_densephase,2.0,55.0
SN,thinbba,200634365010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,162759858010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,1677338562290487,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,211016714010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,886356957290487,6,false,TPA|SDI|CCF|QMD|TCuFt|MCuFt,QMD,2030,2.857,33.0,2.857,1.234,true,true,threshold_crossing,2.0,16.0
SN,thinbba,211000266010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,238920384010854,6,false,BA|SDI|CCF|TopHt|QMD|TCuFt|MCuFt|SCuFt|BdFt,SCuFt,2012,4.465,322.0,1.786,4.465,false,false,structure_densephase,2.0,45.0
SN,thinbba,238927869010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,157875449010854,6,false,TPA|BA|SDI|CCF|TCuFt|MCuFt|SCuFt|BdFt,SDI,2005,1.176,43.0,1.176,1.128,true,true,threshold_crossing,1.0,6.0
SN,thinbba,698166600126144,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,205293811010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,159203008010854,6,false,BA|SDI|CCF|TopHt|TCuFt|MCuFt|SCuFt|BdFt,BA,1997,1.639,113.0,1.639,1.621,true,false,volume_persistent,1.0,15.0
SN,thinbba,238931252010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,720382977290487,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,204712006010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,205294137010854,6,false,TCuFt|BdFt,TCuFt,2000,0.055,2.0,0.0,0.055,true,true,print_boundary,0.0,1.0
SN,thinbba,253993985010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,1689193753290487,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,256981320010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,545388016126144,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,157577772010854,6,false,BA|SDI|CCF|TCuFt|MCuFt|SCuFt|BdFt,SCuFt,1986,6.879,432.0,1.852,6.879,false,false,structure_densephase,3.0,38.0
SN,thinbba,157873667010854,6,false,BA|SDI|CCF|QMD|TCuFt|MCuFt|SCuFt|BdFt,CCF,2004,2.817,192.0,2.817,1.869,false,true,structure_densephase,2.0,32.0
SN,thinbba,380541662489998,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,157873963010854,6,false,BA|SDI|CCF|QMD|TCuFt|MCuFt|SCuFt|BdFt,BdFt,2009,3.265,227.0,2.439,3.265,false,false,structure_densephase,2.0,36.0
SN,thinbba,205292117010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,300744665489998,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,157757864010854,6,false,BA|SDI|CCF|TCuFt|MCuFt|SCuFt|BdFt,CCF,2006,3.333,53.0,3.333,0.613,false,false,structure_densephase,4.0,8.0
SN,thinbba,205286762010854,6,false,TPA|BA|CCF|TCuFt|MCuFt|SCuFt|BdFt,MCuFt,2025,3.532,54.0,0.971,3.532,true,false,volume_persistent,1.0,13.0
SN,thinbba,965500395290487,6,false,TPA|BA|SDI|CCF|QMD|TCuFt|BdFt,QMD,2040,3.226,12.0,3.226,0.322,true,true,print_boundary,12.0,8.0
SN,thinbba,733704711290487,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,205292107010854,6,false,TPA|BA|SDI|CCF|TopHt|TCuFt|MCuFt|SCuFt|BdFt,TopHt,2015,1.724,196.0,1.724,1.472,true,false,volume_persistent,3.0,33.0
SN,thinbba,165373582010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,300729921489998,6,false,BA|SDI|CCF|TopHt|QMD|TCuFt|MCuFt|SCuFt|BdFt,MCuFt,2024,12.0,47.0,5.0,12.0,false,true,structure_densephase,4.0,47.0
SN,thinbba,1888695044290487,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,163383278010854,6,false,BA|SDI|CCF|QMD|TCuFt|MCuFt|SCuFt|BdFt,BdFt,1999,1.939,180.0,1.754,1.939,false,false,structure_densephase,2.0,28.0
SN,thinbba,232271389010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,380550203489998,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,209314448010854,6,false,BA|SDI|CCF|TCuFt|MCuFt|SCuFt|BdFt,BdFt,2022,4.075,164.0,1.22,4.075,false,true,structure_densephase,2.0,27.0
SN,thinbba,157580710010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,230718306010854,6,false,BA|SDI|CCF|QMD|TCuFt|MCuFt|SCuFt|BdFt,SCuFt,2034,5.878,405.0,2.174,5.878,false,false,structure_densephase,2.0,22.0
SN,thinbba,254165316010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,157760309010854,6,false,BA|SDI|CCF|QMD|TCuFt|MCuFt|SCuFt|BdFt,BdFt,2007,3.18,302.0,2.222,3.18,true,false,volume_persistent,1.0,48.0
SN,thinbba,204804533010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,230714827010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,163382577010854,6,false,BA|SDI|CCF|QMD|TCuFt|MCuFt|SCuFt|BdFt,CCF,1994,3.226,114.0,3.226,1.355,false,true,structure_densephase,3.0,11.0
SN,thinbba,205291745010854,6,false,TPA|SDI|CCF|TopHt|TCuFt|MCuFt|SCuFt|BdFt,SCuFt,2012,7.374,317.0,1.25,7.374,true,true,threshold_crossing,2.0,10.0
SN,thinbba,484759355489998,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,165373709010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,159744196010854,6,false,SDI|QMD|TCuFt|MCuFt|SCuFt|BdFt,BdFt,2014,2.431,217.0,2.0,2.431,true,false,volume_persistent,1.0,13.0
SN,thinbba,781949724290487,6,false,BA|SDI|CCF|QMD|TCuFt|MCuFt|SCuFt|BdFt,MCuFt,2044,2.52,225.0,1.911,2.52,false,false,structure_densephase,3.0,39.0
SN,thinbba,204664868010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,1898153066290487,6,false,TPA|BA|SDI|CCF|QMD|TCuFt|MCuFt|SCuFt|BdFt,TPA,2050,6.587,335.0,6.587,3.755,false,false,structure_densephase,138.0,64.0
SN,thinbba,157578060010854,6,false,TPA|BA|SDI|CCF|TopHt|QMD|TCuFt|MCuFt|SCuFt|BdFt,BdFt,1992,7.634,421.0,4.0,7.634,false,false,structure_densephase,6.0,57.0
SN,thinbba,238929081010854,6,false,TPA|BA|SDI|CCF|TopHt|TCuFt|MCuFt|SCuFt|BdFt,SCuFt,2012,3.942,196.0,2.174,3.942,true,true,threshold_crossing,2.0,36.0
SN,thinbba,158847174010854,6,false,TPA|BA|SDI|CCF|TopHt|QMD|TCuFt|MCuFt|SCuFt|BdFt,MCuFt,1992,3.282,134.0,2.128,3.282,false,false,structure_densephase,5.0,67.0
SN,thinbba,238476323010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,422877436489998,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,1809035652290487,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,160542235010854,6,false,BA|SDI|CCF|QMD|TCuFt|MCuFt|SCuFt|BdFt,BdFt,2009,9.091,1021.0,7.143,9.091,false,false,structure_densephase,11.0,173.0
SN,thinbba,160621933010854,6,false,BA|SDI|QMD|TCuFt|MCuFt|SCuFt|BdFt,BA,2016,1.818,122.0,1.818,1.219,true,false,volume_persistent,1.0,13.0
SN,thinbba,190429919020004,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,1841505491290487,6,false,TPA|TopHt|TCuFt|MCuFt|SCuFt|BdFt,SCuFt,2039,14.779,383.0,7.609,14.779,false,true,structure_densephase,7.0,23.0
SN,thinbba,216787968010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,259566665010854,6,false,TPA|SDI|CCF|TopHt|TCuFt|MCuFt|SCuFt|BdFt,BdFt,2036,42.189,478.0,2.439,42.189,true,false,volume_persistent,1.0,5.0
SN,thinbba,534129050126144,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,1234587417290487,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,212199713010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,313474839489998,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,158222007010854,6,false,BA|SDI|CCF|TCuFt|MCuFt|SCuFt|BdFt,BA,2003,1.667,226.0,1.667,1.576,false,false,structure_densephase,2.0,22.0
SN,thinbba,202481676010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,188621929020004,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,905843254290487,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,1234593283290487,6,false,BA|SDI|CCF|TopHt|QMD|TCuFt|MCuFt|SCuFt|BdFt,BdFt,2046,3.593,251.0,1.709,3.593,false,false,structure_densephase,2.0,27.0
SN,thinbba,163597624010854,6,false,SDI|CCF|QMD|TCuFt|MCuFt|SCuFt|BdFt,SDI,1985,3.03,146.0,3.03,2.905,true,false,volume_persistent,1.0,18.0
SN,thinbba,163778892010854,6,false,BA|SDI|QMD|TCuFt|MCuFt|SCuFt|BdFt,BA,2012,1.493,117.0,1.493,1.446,true,false,volume_persistent,1.0,17.0
SN,thinbba,1891210523290487,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,212219702010854,6,false,TPA|BA|SDI|CCF|TopHt|QMD|TCuFt|MCuFt|SCuFt|BdFt,MCuFt,2019,9.012,50.0,4.545,9.012,true,true,threshold_crossing,8.0,50.0
SN,thinbba,212285477010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,422589644489998,6,false,BA|SDI|CCF|TCuFt|MCuFt|SCuFt|BdFt,BdFt,2030,2.378,294.0,1.639,2.378,false,false,structure_densephase,2.0,33.0
SN,thinbba,170089206020004,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,53404008020004,6,false,BA|CCF|QMD|TCuFt|MCuFt|SCuFt|BdFt,BA,2032,1.639,68.0,1.639,1.044,true,false,volume_persistent,1.0,15.0
SN,thinbba,1893352318290487,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,15608275020004,6,false,TPA|BA|SDI|CCF|TCuFt|MCuFt|SCuFt|BdFt,BdFt,2031,35.702,3582.0,1.527,35.702,false,true,structure_densephase,11.0,42.0
SN,thinbba,216908733010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,1841502586290487,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,238245643010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,243420075489998,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,216788474010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,238247768010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,534152122126144,6,false,SDI|TCuFt,SDI,2037,1.266,1.0,1.266,0.152,true,true,print_boundary,1.0,1.0
SN,thinbba,253765263010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,1896907790290487,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,228222576010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,163475404010854,6,false,BA|SDI|CCF|TCuFt|MCuFt|SCuFt|BdFt,CCF,2013,1.667,110.0,1.667,1.202,false,false,structure_densephase,2.0,12.0
SN,thinbba,1860940298290487,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,232060526010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,232271704010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,232443017010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,974887149290487,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,657493158126144,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,166742076010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,232403809010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,161034121010854,6,false,BA|SDI|CCF|TopHt|QMD|TCuFt|MCuFt|SCuFt|BdFt,QMD,2013,2.128,54.0,2.128,1.337,true,false,volume_persistent,1.0,25.0
SN,thinbba,218433760010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,218430825010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,1224233216290487,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,256969174010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,232058771010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,15984984010478,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,250353234010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,226214720010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,218431845010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,974890599290487,6,false,TPA|BA|SDI|CCF|TopHt|QMD|TCuFt|MCuFt|SCuFt|BdFt,SCuFt,2036,20.871,701.0,3.887,20.871,false,true,structure_densephase,11.0,101.0
SN,thinbba,220064640010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,164244959010854,6,false,BA|SDI|CCF|TopHt|QMD|TCuFt|MCuFt|SCuFt|BdFt,QMD,2011,2.273,168.0,2.273,1.392,false,false,structure_densephase,2.0,26.0
SN,thinbba,161248264010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,200266971010854,6,false,BA|SDI|CCF|TCuFt|MCuFt|SCuFt|BdFt,BdFt,2017,2.698,281.0,1.493,2.698,true,true,threshold_crossing,1.0,27.0
SN,thinbba,362882173489998,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,161247038010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,161812120010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,200274388010854,6,false,CCF|TopHt|TCuFt|MCuFt|SCuFt|BdFt,TopHt,2027,1.538,93.0,1.538,1.022,true,false,volume_persistent,2.0,17.0
SN,thinbba,443302412489998,6,false,BA|SDI|CCF|QMD|TCuFt|MCuFt|SCuFt|BdFt,BA,2036,3.636,320.0,3.636,3.229,false,false,structure_densephase,2.0,58.0
SN,thinbba,163197864010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,163926692010854,6,false,BA|SDI|CCF|TopHt|TCuFt|MCuFt|SCuFt|BdFt,SCuFt,1996,3.966,278.0,2.299,3.966,false,false,structure_densephase,4.0,14.0
SN,thinbba,227600492010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,163925610010854,6,false,SDI|CCF|TCuFt|MCuFt|SCuFt|BdFt,BdFt,1996,21.648,628.0,0.794,21.648,true,true,threshold_crossing,1.0,13.0
SN,thinbba,220029411010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,thinbba,373721435489998,6,false,TPA|BA|TCuFt|MCuFt|SCuFt|BdFt,BdFt,2030,1.25,80.0,0.69,1.25,true,false,volume_persistent,2.0,6.0
